Taxon,RedList,DestrCrit,PopRed,PopRedBack,GenLength,UpperDepth,LowerDepth,DepthRange,DepthRange20,GenGlobAbd,ResFragRange,OffReef,SuscBleaching,ResistBleaching,SuscDisease,ResistDisease,Recover,SuscCoTs,Collection1000
ACR_Montipora_caliculata,VU,De+Cr,0.36,0.14,10,1,20,19,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_capitata,NT,De,0.19,0.09,10,0,20,20,1,uncommon,0,0,1,0,1,0,1,1,0
ACR_Montipora_capricornis,VU,De+Cr,0.36,0.14,10,2,20,18,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_cebuensis,VU,De+Cr,0.36,0.14,10,2,20,18,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_circumvallata,LC,De+Cr,0.14,0.08,10,2,20,18,1,uncommon,1,0,1,0,0,0,1,1,0
ACR_Montipora_cocosensis,VU,De+Cr,0.35,0.14,10,0,15,15,1,rare,0,0,1,0,0,0,1,1,0
ACR_Montipora_confusa,NT,De,0.2,0.09,10,1,30,29,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_corbettensis,VU,De+Cr,0.37,0.14,10,2,20,18,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_crassituberculata,VU,De+Cr,0.37,0.15,10,1,20,19,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_cryptus,NT,De+Cr,0.22,0.08,10,0,20,20,1,common,1,0,1,0,0,0,1,1,0
ACR_Montipora_danae,LC,De,0.2,0.09,10,0,40,40,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_delicatula,VU,De+Cr,0.38,0.15,10,2,15,13,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_digitata,LC,De,0.21,0.1,10,0,5,5,1,common,0,0,1,0,0,0,1,1,1
ACR_Montipora_dilatata,EN,B,NA,NA,NA,1,10,9,1,common,1,0,1,0,0,0,1,1,0
ACR_Montipora_echinata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Montipora_efflorescens,NT,De,0.2,0.09,10,1,20,19,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_effusa,NT,De,0.22,0.1,10,1,20,19,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_flabellata,VU,D,NA,NA,NA,1,10,9,1,common,1,0,1,0,0,0,1,1,0
ACR_Montipora_florida,VU,De+Cr,0.41,0.15,10,2,20,18,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_floweri,LC,De,0.2,0.09,10,1,30,29,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_foliosa,NT,De,0.2,0.09,10,2,20,18,1,common,0,0,1,0,0,0,1,1,1
ACR_Montipora_foveolata,NT,De,0.21,0.1,10,1,25,24,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_friabilis,VU,De+Cr,0.4,0.15,10,1,20,19,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_gaimardi,VU,De,0.33,0.15,10,2,15,13,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_grisea,LC,De,0.21,0.1,10,3,20,17,1,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_hemispherica,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Montipora_hirsuta,NT,De,0.2,0.09,10,0,15,15,1,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_hispida,LC,De,0.2,0.09,10,1,40,39,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_hodgsoni,VU,De+Cr,0.38,0.15,10,1,20,19,1,uncommon,0,0,1,0,1,0,1,1,0
ACR_Montipora_hoffmeisteri,LC,De,0.19,0.09,10,2,40,38,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_incrassata,NT,De,0.21,0.09,10,1,30,29,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_informis,LC,De,0.2,0.09,10,1,20,19,1,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_kellyi,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Montipora_lobulata,VU,De+Cr,0.35,0.15,10,1,20,19,1,rare,0,0,1,0,1,0,1,1,0
ACR_Montipora_mactanensis,VU,De+Cr,0.41,0.16,10,2,20,18,1,uncommon,0,0,1,0,1,0,1,1,0
ACR_Montipora_malampaya,VU,De+Cr,0.38,0.15,10,0,15,15,1,uncommon,0,0,1,0,1,0,1,1,0
ACR_Montipora_meandrina,VU,De+Cr,0.38,0.14,10,1,20,19,1,common,0,0,1,0,1,0,1,1,0
ACR_Montipora_millepora,LC,De,0.2,0.09,10,2,30,28,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_mollis,LC,De,0.21,0.09,10,1,40,39,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_monasteriata,LC,De,0.2,0.09,10,1,40,39,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_niugini,NT,De,0.19,0.09,10,5,35,30,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_nodosa,NT,De,0.18,0.09,10,1,30,29,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_orientalis,VU,De+Cr,0.4,0.15,10,2,20,18,1,rare,0,0,1,0,1,0,1,1,0
ACR_Montipora_pachytuberculata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Montipora_palawanensis,NT,De,0.2,0.09,10,2,40,38,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_patula,VU,D,NA,NA,NA,1,10,9,1,abundant,1,0,1,0,1,0,1,1,0
ACR_Montipora_peltiformis,NT,De,0.2,0.09,10,1,30,29,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_porites,NT,De,0.23,0.1,10,2,25,23,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_samarensis,VU,De+Cr,0.36,0.14,10,0,15,15,1,uncommon,0,0,1,0,1,0,1,1,0
ACR_Montipora_saudii,NT,De+Cr,0.06,0.06,10,1,8,7,1,uncommon,1,0,1,0,1,0,1,1,0
ACR_Montipora_setosa,EN,De+Cr,0.66,0.24,10,2,20,18,1,rare,0,0,1,0,1,0,1,1,0
ACR_Montipora_spongiosa,LC,De+Cr,0.06,0.06,10,1,20,19,1,uncommon,1,0,1,0,1,0,1,1,0
ACR_Montipora_spongodes,LC,De,0.2,0.09,10,1,25,24,0,common,0,1,1,0,0,0,1,1,1
ACR_Montipora_spumosa,LC,De,0.2,0.09,10,1,30,29,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_stellata,LC,De,0.19,0.08,10,0,20,20,1,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_stilosa,VU,De+Cr,0.35,0.15,10,0,25,25,0,rare,0,0,1,0,1,0,1,1,0
ACR_Montipora_taiwanensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Montipora_tuberculosa,LC,De,0.2,0.09,10,0,40,40,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_turgescens,LC,De,0.2,0.09,10,0,30,30,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_turtlensis,VU,De+Cr,0.36,0.14,10,1,20,19,1,uncommon,0,0,1,0,1,0,1,1,0
ACR_Montipora_undata,NT,De,0.21,0.1,10,2,30,28,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_vaughani,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Montipora_venosa,NT,De,0.2,0.09,10,0,30,30,0,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_verrilli,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Montipora_verrucosa,LC,De,0.2,0.09,10,1,30,29,0,uncommon,0,0,1,0,0,0,1,1,1
ACR_Montipora_verruculosus,VU,De+Cr,0.38,0.15,10,2,20,18,1,uncommon,0,0,1,0,1,0,1,1,0
ACR_Montipora_vietnamensis,VU,De+Cr,0.38,0.15,10,1,15,14,1,uncommon,0,0,1,0,1,0,1,1,0
AGA_Agaricia_agaricites,LC,De,0.1,0.21,10,0.5,75,74.5,0,common,0,1,1,0,1,0,1,0,0
AGA_Agaricia_fragilis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGA_Agaricia_grahamae,LC,De,0.1,0.21,10,20,115,95,0,common,0,0,1,0,1,0,0,0,0
AGA_Agaricia_humilis,LC,De,0.1,0.21,10,5,20,15,1,common,0,0,1,0,1,0,0,0,0
AGA_Agaricia_lamarcki,VU,De+Cr,0.38,0.11,10,10,76,66,0,common,0,0,1,0,1,0,0,0,0
AGA_Agaricia_tenuifolia,NT,De,0.14,0.21,10,1,15,14,1,common,0,0,1,0,1,0,1,0,0
AGA_Agaricia_undata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGA_Coeloseris_mayeri,LC,De,0.21,0.1,10,1,5,4,1,common,0,0,0,0,0,0,0,0,0
AGA_Gardineroseris_planulata,LC,De,0.2,0.09,10,2,30,28,0,uncommon,0,0,1,0,0,0,0,1,0
AGA_Helioseris_cucullata,LC,De,0.1,0.21,10,10,40,30,0,uncommon,0,0,1,0,1,0,0,0,0
AGA_Leptoseris_amitoriensis,NT,De,0.23,0.1,10,15,30,15,1,rare,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_cailleti,LC,De,0.1,0.21,10,30,150,120,0,uncommon,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_explanata,LC,De,0.2,0.09,10,15,30,15,1,common,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_foliosa,LC,De,0.21,0.09,10,15,30,15,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_gardineri,LC,De,0.22,0.1,10,10,30,20,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_hawaiiensis,LC,De,0.2,0.09,10,15,30,15,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_incrustans,VU,De+Cr,0.35,0.14,10,10,20,10,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_mycetoseroides,LC,De,0.2,0.09,10,10,30,20,1,common,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_papyracea,LC,De,0.21,0.1,10,1,25,24,0,uncommon,0,1,1,0,0,0,0,0,0
AGA_Leptoseris_scabra,LC,De,0.2,0.09,10,8,30,22,0,uncommon,0,0,0,0,0,0,1,0,0
AGA_Leptoseris_solida,LC,De,0.19,0.09,10,10,30,20,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_striata,NT,De,0.2,0.09,10,15,30,15,1,rare,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_tubulifera,LC,De,0.2,0.09,10,15,25,10,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Leptoseris_yabei,VU,De+Cr,0.36,0.15,10,6,20,14,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Pachyseris_foliosa,LC,De,0.2,0.09,10,10,25,15,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Pachyseris_gemmae,NT,De,0.2,0.09,10,10,25,15,1,rare,0,0,0,0,0,0,0,0,0
AGA_Pachyseris_involuta,VU,De+Cr,0.41,0.15,10,5,15,10,1,rare,1,0,0,0,0,0,0,0,0
AGA_Pachyseris_rugosa,VU,De+Cr,0.36,0.14,10,5,20,15,1,common,0,0,1,0,0,0,0,0,1
AGA_Pachyseris_speciosa,LC,De,0.2,0.09,10,4,25,21,0,common,0,0,0,0,0,0,0,0,0
AGA_Pavona_bipartita,VU,De+Cr,0.34,0.14,10,3,20,17,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Pavona_cactus,VU,De+Cr,0.36,0.15,10,3,20,17,1,common,0,0,1,0,0,0,0,0,1
AGA_Pavona_chiriquiensis,LC,De,0.1,0.03,10,3,30,27,0,uncommon,1,0,0,0,0,0,0,1,0
AGA_Pavona_clavus,LC,De,0.2,0.09,10,2,15,13,1,common,0,0,1,0,0,0,0,0,0
AGA_Pavona_danai,VU,De,0.32,0.14,10,0.5,15,14.5,1,uncommon,0,0,0,0,0,0,0,0,0
AGA_Pavona_decussata,VU,De+Cr,0.36,0.15,10,3,15,12,1,common,0,0,0,0,0,0,0,0,0
AGA_Pavona_diffluens,VU,De+Cr,0.36,0.2,10,5,20,15,1,uncommon,1,0,0,0,0,0,0,0,0
AGA_Pavona_duerdeni,LC,De,0.2,0.09,10,3,15,12,1,uncommon,0,0,0,0,0,0,0,1,0
AGA_Pavona_explanulata,LC,De,0.2,0.09,10,3,25,22,0,common,0,0,0,0,0,0,0,1,0
AGA_Pavona_frondifera,LC,De,0.2,0.09,10,3,15,12,1,common,0,1,0,0,0,0,0,1,0
AGA_Pavona_gigantea,LC,De,0.1,0.03,10,1,30,29,0,common,1,0,1,0,0,0,0,1,0
AGA_Pavona_maldivensis,LC,De,0.2,0.09,10,5,20,15,1,common,0,1,0,0,0,0,0,1,0
AGA_Pavona_minuta,NT,De,0.22,0.09,10,6,25,19,1,uncommon,0,0,1,0,0,0,0,1,0
AGA_Pavona_varians,LC,De,0.2,0.09,10,2,80,78,0,common,0,1,0,0,0,0,0,1,0
AGA_Pavona_venosa,VU,De+Cr,0.37,0.15,10,2,20,18,1,common,0,0,0,0,0,0,0,0,0
AGA_Pavona_xarifae,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST_Madracis_asanoi,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST_Madracis_asperula,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST_Madracis_auretenra,LC,De,0.1,0.21,10,3,40,37,0,common,0,0,0,0,1,0,0,0,0
AST_Madracis_carmabi,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST_Madracis_decactis,LC,De,0.1,0.21,10,5,98,93,0,common,0,0,1,0,1,0,1,0,0
AST_Madracis_formosa,LC,De,0.1,0.21,10,15,30,15,1,uncommon,0,0,0,0,1,0,0,0,0
AST_Madracis_kirbyi,LC,De,0.2,0.09,10,1,60,59,0,uncommon,0,0,0,0,0,0,0,0,0
AST_Madracis_pharensis,LC,De,0.1,0.21,10,5,99,94,0,common,0,1,0,0,0,0,0,0,0
AST_Madracis_senaria,LC,De,0.1,0.21,10,12,30,18,1,common,0,0,0,0,0,0,0,0,0
AST_Palauastrea_ramosa,NT,De,0.22,0.1,10,1,30,29,0,uncommon,0,0,0,0,0,0,0,0,0
AST_Stephanocoenia_intersepta,LC,De,0.1,0.21,10,1,100,99,0,common,0,0,1,0,1,0,0,0,0
AST_Stylocoeniella_armata,LC,De,0.2,0.09,10,1,50,49,0,common,0,0,0,0,0,0,0,0,0
AST_Stylocoeniella_cocosensis,VU,De+Cr,0.41,0.16,10,2,10,8,1,rare,0,0,0,0,0,0,0,0,0
AST_Stylocoeniella_guentheri,LC,De,0.2,0.09,10,3,50,47,0,common,0,0,0,0,0,0,0,0,0
AST_Stylocoeniella_muscosus,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST_Stylocoeniella_nikei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR_Heterocyathus_aequicostatus,LC,De,0.2,0.09,10,15,100,85,0,common,0,1,0,0,0,0,0,0,0
CAR_Heterocyathus_alternatus,LC,De,0.24,0.1,10,15,100,85,0,common,1,1,0,0,0,0,0,0,0
CAR_Heterocyathus_sulcatus,LC,De,0.25,0.11,10,15,100,85,0,common,1,1,0,0,0,0,0,0,0
DEN_Balanophyllia_europaea,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN_Duncanopsammia_axifuga,NT,De,0.23,0.1,10,8,30,22,0,rare,0,0,0,0,0,0,0,0,0
DEN_Heteropsammia_cochleata,LC,De,0.21,0.09,4,10,100,90,0,common,0,1,0,0,0,0,0,0,0
DEN_Heteropsammia_eupsammides,NT,De,0.23,0.1,10,15,25,10,1,rare,0,1,0,0,0,0,0,0,0
DEN_Turbinaria_bifrons,VU,De+Cr,0.38,0.15,10,2,25,23,0,uncommon,0,0,1,0,0,0,0,0,0
DEN_Turbinaria_conspicua,LC,De+Cr,0.05,0.03,10,2,20,18,1,rare,0,0,0,0,0,0,0,0,0
DEN_Turbinaria_crater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN_Turbinaria_frondens,LC,De,0.2,0.09,10,7,20,13,1,common,0,0,0,0,0,0,0,0,0
DEN_Turbinaria_heronensis,VU,De+Cr,0.38,0.15,10,5,15,10,1,rare,0,0,0,0,0,0,0,0,0
DEN_Turbinaria_irregularis,LC,De,0.22,0.1,10,5,20,15,1,common,0,0,0,0,0,0,0,0,0
DEN_Turbinaria_mesenterina,VU,De+Cr,0.36,0.15,10,3,20,17,1,common,0,0,0,0,0,0,0,0,1
DEN_Turbinaria_patula,VU,De+Cr,0.36,0.14,10,7,20,13,1,uncommon,0,0,0,0,0,0,0,0,0
DEN_Turbinaria_peltata,VU,De+Cr,0.36,0.15,10,0.5,25,24.5,0,common,0,0,0,0,0,0,0,0,1
DEN_Turbinaria_radicalis,NT,De,0.2,0.09,10,2,25,23,0,rare,0,0,0,0,0,0,0,0,0
DEN_Turbinaria_reniformis,VU,De+Cr,0.36,0.15,10,2,15,13,1,uncommon,0,0,0,0,0,0,0,0,0
DEN_Turbinaria_stellulata,VU,De+Cr,0.36,0.14,10,2,15,13,1,uncommon,0,0,0,0,0,0,0,0,0
EUP_Catalaphyllia_jardinei,VU,De+Cr,0.36,0.14,10,0,40,40,0,rare,0,0,0,0,0,0,0,0,1
EUP_Euphyllia_ancora,VU,De+Cr,0.4,0.16,10,6,30,24,0,common,0,0,0,0,0,0,0,0,1
EUP_Euphyllia_cristata,VU,De+Cr,0.36,0.14,10,1,35,34,0,common,0,0,0,0,0,0,0,0,1
EUP_Euphyllia_divisa,NT,De,0.2,0.09,10,2,35,33,0,common,0,0,0,0,0,0,0,0,0
EUP_Euphyllia_glabrescens,NT,De,0.21,0.09,10,1,35,34,0,common,0,0,0,0,0,0,0,0,1
EUP_Euphyllia_paraancora,VU,De+Cr,0.36,0.14,10,3,30,27,0,uncommon,0,0,0,0,0,0,0,0,1
EUP_Euphyllia_paradivisa,VU,De+Cr,0.38,0.15,10,5,20,15,1,uncommon,0,0,0,0,0,0,0,0,1
EUP_Euphyllia_paraglabrescens,VU,De+Cr,0.41,0.16,10,5,15,10,1,rare,1,0,0,0,0,0,0,0,0
EUP_Euphyllia_yaeyamaensis,NT,De,0.19,0.09,10,6,30,24,0,uncommon,0,0,0,0,0,0,0,0,0
EUP_Nemenzophyllia_turbida,VU,De+Cr,0.38,0.15,10,8,30,22,0,rare,0,0,0,0,0,0,0,0,1
EUP_Physogyra_lichtensteini,VU,De+Cr,0.37,0.15,10,1,20,19,1,common,0,0,0,0,0,0,0,0,1
EUP_Plerogyra_cauliformis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUP_Plerogyra_diabolotus,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUP_Plerogyra_discus,VU,De+Cr,0.38,0.15,10,8,15,7,1,rare,0,0,0,0,0,0,0,0,0
EUP_Plerogyra_multilobata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUP_Plerogyra_simplex,NT,De,0.19,0.09,10,3,30,27,0,common,0,0,0,0,0,0,0,0,1
EUP_Plerogyra_sinuosa,NT,De,0.2,0.09,10,3,35,32,0,common,0,0,0,0,0,0,0,0,1
FAV_Australogyra_zelli,VU,De+Cr,0.38,0.15,10,1,15,14,1,uncommon,0,0,0,0,0,0,0,0,0
FAV_Barabattoia_amicorum,LC,De,0.2,0.09,10,0,20,20,1,uncommon,0,0,0,1,0,0,0,0,0
FAV_Barabattoia_laddi,VU,De+Cr,0.35,0.14,10,0,10,10,1,common,0,0,0,0,0,0,0,0,0
FAV_Caulastraea_connata,VU,De+Cr,0.35,0.15,10,0,10,10,1,rare,1,0,0,0,0,0,0,0,0
FAV_Caulastraea_curvata,VU,De+Cr,0.36,0.14,10,0,20,20,1,uncommon,0,0,0,0,0,0,0,0,1
FAV_Caulastraea_echinulata,VU,De+Cr,0.36,0.14,10,1,18,17,1,uncommon,0,0,0,0,0,0,0,0,1
FAV_Caulastraea_furcata,LC,De,0.19,0.09,10,2,30,28,0,common,0,0,0,1,0,0,0,0,0
FAV_Caulastraea_tumida,NT,De,0.2,0.09,10,2,20,18,1,common,0,0,0,0,0,0,0,0,1
FAV_Cladocora_arbuscula,LC,De,0.1,0.21,10,1,25,24,0,common,0,1,0,0,0,0,0,0,0
FAV_Cladocora_caespitosa,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAV_Colpophyllia_amaranthus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAV_Colpophyllia_breviserialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAV_Colpophyllia_natans,LC,De,0.1,0.21,10,0.5,55,54.5,0,common,0,0,1,0,1,0,1,0,0
FAV_Cyphastrea_agassizi,VU,De+Cr,0.36,0.14,10,3,20,17,1,uncommon,0,0,0,0,0,0,0,0,0
FAV_Cyphastrea_chalcidicum,LC,De,0.25,0.12,10,0,50,50,0,common,0,1,0,0,0,0,0,0,0
FAV_Cyphastrea_decadia,LC,De,0.19,0.09,10,3,40,37,0,uncommon,0,1,0,0,0,0,0,0,0
FAV_Cyphastrea_hexasepta,VU,De+Cr,0.32,0.15,10,8,25,17,1,rare,1,0,0,0,0,0,0,0,0
FAV_Cyphastrea_japonica,LC,De,0.23,0.1,10,2,20,18,1,uncommon,0,1,0,0,0,0,0,0,0
FAV_Cyphastrea_microphthalma,LC,De,0.2,0.09,10,0,30,30,0,common,0,1,0,1,0,0,0,0,0
FAV_Cyphastrea_ocellina,VU,De+Cr,0.36,0.14,10,5,20,15,1,uncommon,0,0,0,0,0,0,0,0,0
FAV_Cyphastrea_serailia,LC,De,0.2,0.09,10,0,50,50,0,common,0,1,1,0,0,0,1,0,0
FAV_Diploastrea_heliopora,NT,De,0.2,0.09,20,0,30,30,0,uncommon,0,0,0,0,0,0,0,0,1
FAV_Diploria_clivosa,LC,De,0.1,0.21,10,0,15,15,1,common,0,0,0,0,0,0,0,0,0
FAV_Diploria_labyrinthiformis,LC,De,0.1,0.21,10,1,43,42,0,common,0,0,1,0,0,0,1,0,0
FAV_Diploria_strigosa,LC,De,0.1,0.21,10,0.5,55,54.5,0,common,0,0,1,0,1,0,1,0,0
FAV_Echinopora_ashmorensis,VU,De+Cr,0.41,0.15,10,3,20,17,1,rare,0,0,0,0,0,0,0,0,0
FAV_Echinopora_forskaliana,NT,De+Cr,0.22,0.08,10,1,20,19,1,uncommon,1,0,0,0,0,0,0,0,0
FAV_Echinopora_fruticulosa,NT,De+Cr,0.22,0.08,10,1,20,19,1,common,1,0,0,0,0,0,0,0,0
FAV_Echinopora_gemmacea,LC,De,0.2,0.09,10,0,40,40,0,common,0,1,0,0,0,0,0,0,0
FAV_Echinopora_grandicula,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAV_Echinopora_hirsutissima,LC,De,0.2,0.09,10,0,40,40,0,uncommon,0,1,0,0,0,0,0,0,0
FAV_Echinopora_horrida,NT,De,0.22,0.09,10,3,25,22,0,uncommon,0,0,0,0,0,0,0,0,0
FAV_Echinopora_irregularis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAV_Echinopora_lamellosa,LC,De,0.2,0.09,10,1,40,39,0,common,0,1,0,0,0,0,0,0,0
FAV_Echinopora_mammiformis,NT,De,0.18,0.09,10,3,15,12,1,common,0,0,0,0,0,0,0,0,0
FAV_Echinopora_pacificus,NT,De,0.19,0.09,10,1,15,14,1,common,0,1,0,0,0,0,0,0,0
FAV_Echinopora_robusta,VU,De,0.34,0.15,10,1,25,24,0,uncommon,1,0,0,0,0,0,0,0,0
FAV_Echinopora_taylorae,NT,De,0.25,0.1,10,NA,NA,NA,NA,rare,0,0,0,0,0,0,0,0,0
FAV_Echinopora_tiranensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAV_Erythrastrea_flabellata,NT,De,0.25,0.1,10,5,25,20,1,common,1,0,0,0,0,0,0,0,0
FAV_Favia_albidus,NT,De+Cr,0.14,0.08,10,2,10,8,1,uncommon,1,0,0,1,0,0,0,0,0
FAV_Favia_danae,LC,De,0.18,0.09,10,3,20,17,1,uncommon,0,1,0,1,0,0,0,0,0
FAV_Favia_favus,LC,De,0.2,0.09,10,0,50,50,0,common,0,1,0,1,0,0,0,0,0
FAV_Favia_fragum,LC,De,0.1,0.21,10,0.5,20,19.5,1,common,0,1,0,1,0,0,0,0,0
FAV_Favia_gravida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAV_Favia_helianthoides,NT,De,0.2,0.09,10,1,20,19,1,uncommon,0,1,0,1,0,0,0,0,0
